Row	BRCA_C_TCGA_A8_A0AB_01A_11R_A034_07	BRCA_C_TCGA_AO_A12H_01A_11R_A115_07	BRCA_C_TCGA_E9_A1NC_01A_21R_A26B_07	BRCA_C_TCGA_A1_A0SM_01A_11R_A084_07	BRCA_C_TCGA_A2_A0D0_01A_11R_A00Z_07	BRCA_C_TCGA_A8_A06Y_01A_21R_A00Z_07	BRCA_C_TCGA_C8_A1HO_01A_11R_A13Q_07	BRCA_C_TCGA_D8_A4Z1_01A_21R_A266_07	BRCA_C_TCGA_C8_A1HL_01A_11R_A137_07	BRCA_C_TCGA_B6_A0RH_01A_21R_A115_07
1/2-SBSRNA4	1.56907657459844	0.736707150310134	0.911287306203171	0.325703508949182	0.412475832344414	0.7822553210879	0.734457310739836	1.58130396938542	0.722878559810602	0.215719864929762
A1BG	2.14890634389795	5.49154135928234	5.10691417373489	8.43186629325774	0.558804319866371	7.76745765174103	5.04741854574973	6.34445009365157	6.61420657686449	5.84495783515804
A1BG-AS1	0.942108934861006	0.875309550326228	0.40943753616734	0.824809731113562	0.0741294594466863	1.76765722908135	0.862470116661039	2.04944189965039	0.674556125205712	0.955374234802612
A1CF	0.00859542419918548	0.00986502596070659	0.00446443054212652	0.0193289258380483	0.00621375860353035	0.00924260112821073	0	0	0.00837679450267701	0.0278547471124243
A2LD1	3.95468913998084	1.87813375060807	1.94902766055041	1.75210087754216	0.550704255870513	1.54726491687452	1.38668981059767	2.33578486709724	0.760737789611754	1.11750554505959
A2M	63.8423974761613	123.166637460148	300.117759080918	93.0746600849258	1284.72267805638	74.5485731172601	75.9550085011985	262.587903664709	295.484400112303	92.2630802448351
A2ML1	0.0559987425653815	0.0292136964322124	32.098530117521	0.0211345927865589	0.0772844191928556	0.0574780181852546	0.0953164811252891	0.119381996914186	0.00992261480713645	0.087986536634733
A2MP1	0.0568316661074372	0.169587818614273	0.442772258908448	0.0471876857261929	0.755953833949451	0	0.0399028638849078	0.339241506786426	0.155081133419946	0.0122780962732117
A4GALT	1.90539298762422	2.37406109499081	48.6218292057808	7.40913206853854	1.66047154382013	4.48362689534019	9.74349605399745	12.9234357800229	3.94279273310434	10.5167411506682
A4GNT	0.0154161108966758	0.0353863475925364	0.0240212075866311	0.0320002318222234	0.0222890667167479	0	0.00902001496814875	0.115027964328204	0	0
AA06	0	0	0	0	0	0.0348389027494937	0	0.0460475869858157	0	0
AAA1	0.00220603849369851	0.00506377032856998	0.00343742393632221	0.00457921869401726	0	0	0.0103260804838988	0	0	0.0119149916161339
AAAS	21.617126114812	21.6715421952908	15.9675583448391	11.7309113306256	23.1643463546427	27.0043409196478	13.2613124254774	32.0645616491409	22.8415973117123	26.8751152169723
AACS	12.6274520214838	30.4854343489311	16.6400134501851	19.6715210086611	29.2161811285384	28.740993267342	6.80633598604543	23.5638300535593	20.3662281423563	9.9194669546222
AACSP1	0.00628208292637202	0.00720998867767856	0	0.0130401312832852	0	0.0101326215083663	0.00735133295379265	0.0535703174874101	0	0
AADAC	0.0509998737198247	0	0.0529782797458576	0	0.614475983115823	0	0.00994672883473937	0.0181208436955389	0	0.0367272568471414
AADACL2	0.0182012882653419	0	0	0.00944540175952628	0	0	0	0.0388027666333807	0.0177383277368909	0
AADACL3	0.00337144139269114	0	0.0262667069868632	0	1.37949175289788	0	0	0	0	0
AADACL4	0.00866728012635327	0	0	0	0	0	0	0	0	0
AADAT	0.77226763854612	2.04639513083652	1.2033385970228	0.777949063388603	7.47114867125167	1.39216487259874	2.26592606465461	1.02898351617222	0.918644676889734	0.582724373665595
AAGAB	44.105336134013	29.1979097408609	18.5567923610479	31.8271859288923	20.1185268454385	21.9717509948941	45.8233595629577	25.480938053713	51.0545858254943	23.9356761181792
AAK1	3.88505278327706	1.74023867137355	1.48140250034806	3.21538976427043	1.66230476005762	2.72729383213022	1.71425755620059	2.2115661020295	2.21093052746905	1.71418275282589
AAMP	74.284705635084	99.8408429790855	58.4382927608923	62.3775807220026	89.3282208632878	86.6605367520401	61.9199125681597	90.7309532127432	51.9536130007154	42.7082793586687
